index,Latest Revenue,Previous Quarter,3 Quarters Revenue,4 Quarters Revenue,Latest Gross Profit,Previous Gross Profit, 3 Quarters Gross Profit,4 Quarters Gross Profit,Latest Net Income,Previous Net Income,3 Quarters Net Income,4 Quarters Net Income,Market Cap,Sector,Next Earnings,Ticker,P/E Ratio TTM,Price to Sales TTM,Price to Cash Flow MRQ,Price to Free Cash Flow TTM,Price to Book MRQ,Price to Tangible Book MRQ,Gross margin TTM,Gross Margin 5YA,Operating margin TTM,Operating margin 5YA,Pretax margin TTM,Pretax margin 5YA,Net Profit margin TTM,Net Profit margin 5YA,Revenue/Share TTM,Basic EPS ANN,Diluted EPS ANN,Book Value/Share MRQ,Tangible Book Value/Share MRQ,Cash/Share MRQ,Cash Flow/Share TTM,Return on Equity TTM,Return on Equity 5YA,Return on Assets TTM,Return on Assets 5YA,Return on Investment TTM,Return on Investment 5YA,EPS(MRQ) vs Qtr. 1 Yr. Ago MRQ,EPS(TTM) vs TTM 1 Yr. Ago TTM,5 Year EPS Growth 5YA,Sales (MRQ) vs Qtr. 1 Yr. Ago MRQ,Sales (TTM) vs TTM 1 Yr. Ago TTM,5 Year Sales Growth 5YA,5 Year Capital Spending Growth 5YA,Quick Ratio MRQ,Current Ratio MRQ,LT Debt to Equity MRQ,Total Debt to Equity MRQ,Asset Turnover TTM,Inventory Turnover TTM,Revenue/Employee TTM,Net Income/Employee TTM,Receivable Turnover TTM,Dividend Yield ANN,Dividend Yield 5 Year Avg. 5YA,Dividend Growth Rate ANN,Payout Ratio TTM,Assets Current,Assets Previous,3 Quarter Assets,4 Quarter Assets,Latest Equity,Previous Quarter Equity,3 Quarter Equity,4 Quarter Equity,Month,YTD,Year,ThreeYear,3 Quarters Gross Profit,Sales Growth One Year,Revenue Growth Year,Revenue Growth Quarter,Gross Margin Quarter,Gross Margin Year,Operating Margin Quarter,Asset Turnover Quarter,Asset Turnover Year,Equity Growth Quarter,revenue_growth_score,gross_margin_score,assets_turnover_score,operating_margin_score,size_score_score,rev_score,mar_score,style_score,five_year_growth,five_year_margin,equity_growth_score,pbratio_score,psratio_score,pcf_score,SalesOneYear_score,peratio_score,combined_alpha
Csx Corp,3413.0,3427.0,3292.0,2990.0,2407,2407,2468,2407,1282,1366,1436,1691,68709999999.99999,Industrials,Jul 19 2022,CSX,18.36,5.36,28.46,28.04,5.33,5.52,74.15%,76.23,44.01%,39.82,39.19%,34.65%,29.98%,25.81%,5.88,1.68,1.68,6.06,5.86,0.93,2.41,29.88,23.38,9.82,8.04%,10.39%,8.5%,26.83%,49.62%,22.72,21.33%,24.49%,2.5,-5.67,1.32,1.46,121.5%,123.91%,0.33,10.45,627.85K,188.23K,11.75,1.24,1.22,8.34,21.45%,40452.0,40452.0,40129,40015,13184.0,13490.0,13163,13426,-4.65,-11.09,-1.39,28.23,2407,21.33,0.1414715719063545,-0.004085205719288007,0.7052446527981249,0.7337296143880506,0.37562261939642544,0.056247733939813443,0.05406407594185702,-0.02268346923647146,44.06392694063927,76.48401826484019,24.200913242009133,92.46575342465754,80.59360730593608,82.85714285714286,95.71428571428572,178.57142857142858,27.168949771689498,92.00913242009132,25.36945812807882,68.60730593607306,76.25570776255708,58.9041095890411,70.31963470319634,42.922374429223744,27054.90698877567
Broadridge Financial Solutions,1533.7,1259.6,1192.9,1531.6,456.1,456.1,278.8,456.1,246,68.9,103.3,281.4,16190000000.000002,Information Technology,Aug 09 2022,BR,29.32,2.9,57.68,228.43,8.77,-,27.75%,27.33,12.68%,13.79,12.5%,13.11%,9.99%,10.12%,46.59,4.73,4.65,15.58,-25.05,2.37,8.02,32.34,37.72,8.15,10.92%,9.71%,14.08%,6.49%,5.78%,12.94,10.35%,14.38%,11.51,5.93,-,1.27,228.83%,228.83%,0.82,-,402.64K,40.23K,5.94,1.87,1.51,16.36,52.72%,8349.5,8349.5,8028.4,8119.8,1821.0,1748.1,1753.8,1809.1,-9.24,-23.78,-14.61,13.81,456.1,10.35,0.0013711151736746777,0.21760876468720242,0.2973854078372563,0.33063902279894164,0.1603964269413836,0.12245843064454957,0.1101423238916502,0.041702419770036095,94.97716894977168,23.972602739726025,60.95890410958904,58.44748858447488,26.25570776255708,20.454545454545457,14.772727272727273,35.227272727272734,73.51598173515981,34.70319634703196,76.84729064039408,81.5068493150685,51.02739726027398,86.3013698630137,30.59360730593607,72.6027397260274,27032.02619691755
Google Inc C,68011.0,75325.0,65118.0,61880.0,38412,38412,37497,38412,20094,21885,21031,19361,1460000000000.0,Communication Services,Jul 25 2022,GOOG,20.24,5.46,22.04,21.41,5.8,6.43,56.93%,56.14,30.47%,24.46,32.69%,28.31%,27.57%,23.99%,375.9,113.88,112.2,385.58,348.65,203.37,122.38,30.8,21.47,21.79,15.82%,26.3%,18.74%,-6.34%,47.2%,32.11,22.95%,37.45%,23.34,19.26,2.85,2.87,5.82%,5.89%,0.79,103.18,1.73M,476.29K,8.62,0.0,0.0,0.0,0%,357096.0,357096.0,347403,335387,254004.0,251635.0,244567,237565,-8.44,-19.47,0.61,97.65,38412,22.95,0.09907886231415643,-0.09709923664122137,0.5647909896928438,0.5683635798678671,0.2954522062607519,0.12697052519957286,0.1261724204882347,0.009414429630218372,14.269406392694064,61.073059360730596,63.58447488584474,83.44748858447488,99.42922374429224,67.24137931034483,63.793103448275865,131.0344827586207,93.0365296803653,73.40182648401826,55.54187192118226,71.00456621004567,77.51141552511416,49.65753424657534,60.38812785388128,48.97260273972603,26877.687428301506
Google Inc,68011.0,75325.0,65118.0,61880.0,38412,38412,37497,38412,20094,21885,21031,19361,1460000000000.0,Communication Services,Jul 25 2022,GOOGL,20.24,5.46,22.04,21.41,5.8,6.43,56.93%,56.14,30.47%,24.46,32.69%,28.31%,27.57%,23.99%,375.9,113.88,112.2,385.58,348.65,203.37,122.38,30.8,21.47,21.79,15.82%,26.3%,18.74%,-6.34%,47.2%,32.11,22.95%,37.45%,23.34,19.26,2.85,2.87,5.82%,5.89%,0.79,103.18,1.73M,476.29K,8.62,0.0,0.0,0.0,0%,357096.0,357096.0,347403,335387,254004.0,251635.0,244567,237565,-12.57,-22.25,-0.77,92.91,38412,22.95,0.09907886231415643,-0.09709923664122137,0.5647909896928438,0.5683635798678671,0.2954522062607519,0.12697052519957286,0.1261724204882347,0.009414429630218372,14.269406392694064,61.073059360730596,63.58447488584474,83.44748858447488,99.42922374429224,67.24137931034483,63.793103448275865,131.0344827586207,93.0365296803653,73.40182648401826,55.54187192118226,71.00456621004567,77.51141552511416,49.65753424657534,60.38812785388128,48.97260273972603,26877.687428301506
Jacobs Engineer,3834.06,3380.62,3586.49,3576.44,870.41,870.41,827.76,870.41,166.22,177.33,251.22,269.45,17280000000.0,Industrials,Aug 08 2022,J,45.79,1.18,35.61,28.58,2.8,-,23.03%,20.11,6.01%,4.01,5.41%,3.6%,3.53%,2.78%,110.42,3.15,3.12,47.15,-23.02,9.58,6.18,6.22,5.63,3.3,2.9%,4.56%,3.92%,"32,486.26%",-31.5%,12.49,8.07%,4.87%,5.15,3.61,-,1.25,52.59%,53.46%,0.94,-,261.41K,9.23K,4.35,0.7,0.72,10.97,29.78%,15183.29,15183.29,14632.61,15209.28,6077.45,6069.95,5940.04,6152.91,-8.0,-4.42,-3.88,71.72,870.41,8.07,0.07203252396237596,0.1341292425649733,0.2270204430812246,0.2421570761760821,0.0433535208108376,0.1683455957173972,0.15782273363239016,0.0012355950213757939,90.18264840182648,16.43835616438356,76.02739726027397,26.71232876712329,29.45205479452055,65.71428571428571,21.428571428571427,87.14285714285714,44.06392694063927,26.71232876712329,45.812807881773395,45.09132420091324,18.72146118721461,69.86301369863014,53.65296803652968,87.89954337899543,26825.52466428234
Zoom Video Communications,1071.38,1050.76,1977.73,956.24,814.03,814.03,1451.48,814.03,251.82,290.86,520.91,226.31,27460000000.0,Information Technology,Jun 01 2022,ZM,18.84,6.18,17.36,17.36,4.38,4.4,74.28%,73.48,25.94%,22.12,26.87%,23.05%,33.55%,26.44%,13.4,4.64,4.5,19.33,19.24,18.12,4.65,28.53,0.0,21.41,-,27.49%,-,84.44%,100.22%,0.0,21.4%,54.63%,132.14,97.68,-,3.91,0%,0%,0.64,-,604.08K,202.69K,11.48,0.0,0.0,0.0,0%,7551.32,7551.32,6508.59,5888.61,5780.02,5113.69,4657.75,4192.73,-15.32,-49.79,-69.25,15.96,814.03,21.4,0.12040910231740996,0.019623891278693628,0.7597957774085757,0.6439970649372738,0.23504265526703874,0.09458655352088555,0.11159439674123202,0.1303031665978972,56.39269406392694,81.05022831050228,46.57534246575342,73.74429223744292,49.77168949771689,50.0,54.54545454545454,104.54545454545453,99.77168949771689,90.18264840182648,92.36453201970444,62.44292237442922,80.82191780821918,41.0958904109589,65.06849315068493,43.83561643835616,26818.97277655426
Archer Daniels Mid,23650.0,23090.0,20340.0,22926.0,1897,1897,1326,1897,1067,784,567,619,47270000000.0,Consumer Staples,Aug 02 2022,ADM,15.61,0.53,10.36,15.72,2.01,2.8,7.04%,6.57,3.37%,2.55,4.18%,3.08%,3.45%,2.63%,158.88,4.8,4.78,42.13,30.15,1.92,7.25,13.78,9.22,5.33,4.01%,9%,6.02%,51.9%,47.41%,17.17,25.18%,31.82%,6.46,5.8,0.81,1.42,36.89%,55.1%,1.55,5.57,2.20M,75.66K,23.99,1.89,2.83,3.37,27.17%,64866.0,64866.0,52298,50958,23722.0,22477.0,21969,21582,-11.89,26.34,26.2,106.96,1897,25.18,0.03157986565471517,0.024252923343438718,0.08021141649048626,0.08430549074506144,0.045116279069767444,0.2430651908036054,0.2312613695926988,0.05538995417537928,59.3607305936073,4.794520547945205,86.98630136986301,27.168949771689498,71.68949771689498,48.484848484848484,3.0303030303030303,51.515151515151516,51.82648401826484,19.63470319634703,82.01970443349754,29.794520547945208,4.337899543378995,30.82191780821918,39.49771689497717,36.3013698630137,26805.611960075825
Waste Managemnt,4661.0,4678.0,4665.0,4476.0,2180,2180,2173,2180,768,718,806,571,63460000000.0,Industrials,Jul 27 2022,WM,33.76,3.44,43.4,44.56,8.9,-,46.67%,46.78,15.49%,16.8,13.39%,13.99%,10.34%,12.1%,43.89,4.32,4.29,17.21,-6.64,0.37,9.31,26.19,28.58,6.55,7.46%,7.46%,8.58%,23.75%,24.04%,10.16,13.35%,18.45%,5.67,7.29,0.76,0.8,182.7%,188.79%,0.63,72.21,381.03K,39.38K,8.48,1.7,1.76,7.33,52.31%,29219.0,29219.0,28841,29037,7144.0,7124.0,7172,7352,-0.79,-5.39,11.24,46.2,2180,13.35,0.04133154602323503,-0.0036340316374519027,0.4677107916756061,0.47186147186147187,0.16477150826003004,0.10634632716155014,0.10541086279475684,0.002807411566535654,44.52054794520548,50.2283105022831,53.42465753424658,59.817351598173516,78.99543378995433,47.14285714285714,72.85714285714285,119.99999999999999,48.28767123287671,62.10045662100456,47.29064039408867,81.7351598173516,57.76255707762557,78.31050228310502,43.37899543378995,78.99543378995433,26804.040421081045
Kellogg Co.,3672.0,3420.0,3622.0,3555.0,1059,1059,1123,1059,517,329,447,504,22830000000.0,Consumer Staples,Aug 04 2022,K,15.44,1.64,65.06,48.29,7.69,-,30.72%,33.58,12.59%,11.79,14.15%,11.57%,10.81%,9.09%,41.55,4.36,4.33,9.01,-10.44,0.74,5.87,44.48,46.96,8.41,7.16%,12.63%,10.22%,15.34%,18.79%,17.0,2.46%,2.35%,1.81,1.75,0.39,0.65,156.86%,192.2%,0.78,6.87,460.29K,49.74K,10.2,3.35,3.48,1.64,51.23%,18612.0,18612.0,18407,18213,3795.0,3720.0,3484,3362,7.56,13.33,9.72,27.2,1059,2.46,0.03291139240506329,0.07368421052631578,0.2883986928104575,0.2968673347816946,0.14079520697167755,0.13152804642166344,0.12777598681854002,0.020161290322580645,77.6255707762557,22.146118721461185,65.98173515981736,52.51141552511416,42.465753424657535,54.54545454545454,33.33333333333333,87.87878787878788,21.689497716894977,43.15068493150685,65.51724137931035,79.22374429223744,28.65296803652968,88.35616438356165,40.63926940639269,35.61643835616438,26749.72159001446
Northrop Grumman,8797.0,8639.0,8720.0,9151.0,1873,1873,1934,1873,897,742,1043,1044,69610000000.0,Industrials,Jul 27 2022,NOC,12.54,2.0,60.49,101.74,5.33,-,20.96%,21.38,10.55%,12.7,20.01%,14.28%,16.33%,11.54%,221.81,43.7,43.54,85.4,-30.65,13.97,44.06,48.42,42.78,13.84,9.74%,17.44%,12.45%,-54.58%,32.89%,30.92,-3.93%,-5.43%,7.62,8.99,1.21,1.31,96.52%,96.58%,0.85,32.87,401.22K,65.51K,4.69,1.52,1.61,9.44,17.35%,41903.0,41903.0,42346,42142,13287.0,12926.0,11417,11172,-3.08,16.99,21.86,48.61,1873,-3.93,-0.03868429679816413,0.018289153837249682,0.21291349323633058,0.212195881836463,0.101966579515744,0.13995815733161507,0.1404314726869198,0.027928206715147764,55.25114155251142,15.52511415525114,69.17808219178082,41.0958904109589,80.82191780821918,22.857142857142858,18.571428571428573,41.42857142857143,57.30593607305936,28.31050228310502,70.19704433497537,68.60730593607306,34.1324200913242,87.44292237442922,19.863013698630137,25.570776255707763,26674.597926085884
Capital One,6397.0,6450.0,6156.0,5743.0,5720,5720,6498,5720,0,-,-,Diluted Net Income,44780000000.0,Financial,Jul 21 2022,COF,4.5,1.43,4.41,5.38,0.89,1.1,-,0.0,46.22%,27.09,46.22%,27.09%,36.42%,21.41%,72.86,27.05,26.95,141.22,102.84,12.8,33.82,20.49,11.56,2.67,1.57%,-,-,-20.09%,66.72%,31.21,8.35%,4.4%,2.4,-2.17,-,-,79.45%,80.5%,-,-,-,-,-,2.1,1.5,7.72,11.04%,14784.0,14784.0,14652,14654,4975.0,6075.0,6650,"Preferred Stock - Non Redeemable, Net",-12.17,-19.73,-26.34,28.01,5720,8.35,0.11387776423472053,-0.008217054263565891,0.8941691417852118,0.9245938737573749,0.0,0.28846500721500723,0.27897276334776333,-0.18106995884773663,42.23744292237443,92.46575342465754,89.49771689497716,14.269406392694064,69.63470319634703,75.75757575757575,63.63636363636363,139.39393939393938,25.34246575342466,9.817351598173515,6.65024630541872,9.58904109589041,23.059360730593607,21.461187214611872,63.926940639269404,7.9908675799086755,26653.791610688157
Mondelez International Inc,7764.0,7658.0,7182.0,6642.0,2983,2983,2824,2983,965,1204,1294,872,84350000000.0,Consumer Staples,Aug 02 2022,MDLZ,20.46,2.88,62.47,53.48,2.99,-,38.54%,39.41,14.82%,14.02,14.43%,12.91%,10.36%,9.99%,20.78,3.06,3.04,20.35,-9.6,1.41,2.94,15.19,13.45,4.51,4.12%,5.74%,5.43%,-9.5%,13.12%,23.97,7.27%,7.87%,2.07,-4.64,0.48,0.68,65.14%,69.97%,0.44,6.57,370.20K,38.37K,10.45,2.3,2.06,4.07,45.52%,67994.0,67994.0,67317,66477,28161.0,28269.0,27698,27543,4.17,0.11,6.43,25.72,2983,7.27,0.16892502258355918,0.013841734134238705,0.3842091705306543,0.407987417082678,0.12429160226687275,0.07612436391446305,0.07168769793413145,-0.0038204393505253103,52.054794520547944,39.49771689497717,35.84474885844749,47.94520547945205,84.47488584474885,93.93939393939394,60.60606060606061,154.54545454545456,22.71689497716895,52.28310502283106,40.64039408866995,47.71689497716895,50.68493150684932,87.89954337899543,74.88584474885845,50.68493150684932,26599.688411887273
Gen Motors,35979.0,33584.0,26779.0,34167.0,4700,4700,3793,4700,2196,1520,1645,2882,52920000000.0,Consumer Discretionary,Jul 26 2022,GM,5.95,0.4,0.0,-,0.87,0.92,13.41%,12.18,6.32%,5.08,8.66%,7.16%,7.46%,5.66%,88.84,6.78,6.7,41.4,38.02,17.5,14,16.02,17.92,3.98,3.38%,6.03%,5.37%,-33.51%,-2.58%,2.22,10.79%,6.76%,-3.17,-4.53,0.93,1.11,123.63%,176.83%,0.53,8.4,831.27K,62.03K,12.39,0.0,0.0,0.0,0%,251492.0,251492.0,238557,241803,62095.0,59744.0,54150,51669,-4.78,-34.83,-31.77,2.22,4700,10.79,0.05303362894020546,0.07131372081943783,0.1306317574140471,0.14405136810488164,0.06103560410239306,0.09537480317465366,0.08648982870230465,0.03935123192287092,77.1689497716895,7.077625570776255,47.71689497716895,31.27853881278539,75.34246575342466,53.73134328358209,7.462686567164178,61.19402985074627,5.707762557077626,20.319634703196346,76.35467980295566,9.246575342465754,2.28310502283105,10.159817351598173,47.94520547945205,10.388127853881278,26548.904106231785
Norfolk Southern,2915.0,2852.0,2852.0,2799.0,1475,1475,1510,1475,1085,1129,1136,1167,55290000000.0,Industrials,Jul 27 2022,NSC,19.19,4.96,32.23,36.2,4.21,4.21,52.88%,48.65,39.56%,34.88,34.37%,30.42%,26.58%,23.01%,46.61,12.16,12.11,56.48,56.48,6.59,17.25,21.59,16.67,7.85,6.76%,8.44%,7.23%,9.85%,36.93%,16.59,10.46%,16.47%,2.42,-4.87,0.87,0.96,101.71%,110.27%,0.3,21.31,630.83K,167.68K,11.34,2.09,1.66,11.02,35.46%,39361.0,39361.0,38604,38754,13461.0,13641.0,13887,14317,-5.22,-16.25,-13.98,21.49,1475,10.46,0.041443372633083245,0.02208976157082749,0.5060034305317325,0.5167279733753722,0.37221269296740994,0.049372051861826007,0.04834734889865603,-0.013195513525401364,58.21917808219178,55.02283105022832,20.091324200913242,91.55251141552512,76.48401826484019,48.57142857142857,81.42857142857143,130.0,25.91324200913242,65.06849315068493,30.541871921182267,60.95890410958904,74.65753424657534,64.38356164383562,43.60730593607306,45.662100456621005,26540.74442719932
Hewlett Pack,17028.0,16675.0,15289.0,15877.0,3385,3385,3388,3385,1359,3542,1365,1362,38030000000.0,Information Technology,May 31 2022,HPQ,6.55,0.6,7.94,7.24,0.0,-,20.78%,19.1,11.76%,7.59,11.63%,6.76%,10.05%,6.15%,55.46,5.38,5.33,-2.2,-9.31,3.21,6.24,0.0,0.0,17.71,10.51%,83.76%,38.32%,20.18%,137.77%,28.36,8.83%,12.49%,5.65,6.09,0.44,0.74,-,-,1.76,6.55,1.27M,127.86K,12.41,2.71,2.88,11.45,15.17%,38912.0,38912.0,35523,34549,-2328.0,-1650.0,-3942,-3360,-1.84,-2.36,11.73,94.19,3385,8.83,0.07249480380424514,0.021169415292353822,0.1987902278599953,0.20872836023370178,0.07980972515856237,0.2917351973684211,0.2778448807565789,0.4109090909090909,57.534246575342465,13.698630136986301,89.72602739726028,35.15981735159817,63.242009132420094,44.31818181818182,5.681818181818182,50.0,47.94520547945205,25.799086757990867,97.04433497536947,3.4246575342465753,5.821917808219178,25.799086757990867,53.88127853881278,11.87214611872146,26432.988055874215
Kroger Co,33048.0,31860.0,31682.0,41298.0,7329,7329,6768,7329,965,868,839,805,34810000000.0,Consumer Staples,Jun 23 2022,KR,21.95,0.25,11.56,11.56,3.68,6.35,22.01%,22.53,2.52%,2.47,1.49%,2.02%,1.21%,1.54%,183.12,2.2,2.17,13,7.47,2.5,5.96,17.23,24.05,3.41,4.63%,5.04%,7.03%,862.74%,-32.88%,1.23,7.52%,4.07%,3.64,-6.71,0.33,0.75,135.52%,141.39%,2.82,15.53,328.30K,3.97K,76.41,1.75,1.9,13.75,37.03%,49086.0,49086.0,48461,48811,9452.0,9519.0,9278,9249,-8.45,17.96,43.52,116.5,7329,7.52,-0.1997675432224321,0.03728813559322034,0.2217683369644154,0.21260733348804828,0.029199951585572502,0.44884488448844884,0.46818509011394965,-0.007038554470007354,65.52511415525115,15.981735159817351,93.37899543378995,24.65753424657534,59.3607305936073,6.0606060606060606,18.181818181818183,24.242424242424242,35.73059360730594,29.22374429223744,37.68472906403941,55.593607305936075,0.91324200913242,32.19178082191781,6.8493150684931505,55.02283105022832,26392.20324235676
Verisign Inc,346.9,340.31,334.24,329.4,296.2,296.2,286.44,296.2,224.8,222.11,221.31,210.83,18000000000.0,Information Technology,Jul 28 2022,VRSN,22.85,13.18,23.61,23.33,0.0,-,85.52%,84.88,65.07%,65.05,59.24%,58.34%,58.63%,56.47%,12.12,7.01,7,-11.7,-12.18,11.02,7.54,0.0,0.0,42.17,32.94%,95.57%,71.85%,7.6%,29%,15.39,7.19%,5.85%,3.05,-20.74,-,1.16,-,-,0.72,-,1.49M,876.08K,261.41,0.0,0.0,0.0,0%,1973.2,1973.2,1814.71,1741.38,-1285.1,-1260.52,-1417.58,-1417.79,-22.91,-35.05,-25.56,-15.3,296.2,7.19,0.053126897389192476,0.01936469689400833,0.8538483712885558,0.8770773957138098,0.6480253675410782,0.11720386512602202,0.11409977025474692,0.019499888934725294,56.16438356164384,90.6392694063927,58.9041095890411,99.08675799086758,31.506849315068493,38.63636363636363,88.63636363636364,127.27272727272728,31.27853881278539,97.71689497716895,65.02463054187191,3.4246575342465753,95.2054794520548,52.73972602739726,48.17351598173516,57.077625570776256,26350.414701028774
Citigroup,10871.0,11731.0,10398.0,10199.0,10611,10611,10585,10611,8,8,8,Diluted Net Income,97000000000.0,Financial,Jul 15 2022,C,5.82,1.33,1.84,6.44,0.54,0.55,-,0.0,31.26%,30.3,31.26%,30.3%,25.6%,23.59%,35.48,10.21,10.14,101.81,89.25,132.29,10.56,9.51,8.81,0.78,0.86%,-,-,-44.28%,16.46%,16.42,4.92%,-4.47%,-2.74,8.37,-,-,127.94%,246.62%,-,-,-,-,-,4.14,2.59,9.83,24.09%,19865.0,19865.0,21573,22060,18995.0,17995.0,17995,"Preferred Stock - Non Redeemable, Net",-6.46,-21.11,-37.77,-27.8,10611,4.92,0.06588881262868909,-0.07331003324524764,0.976083157023273,0.9825227435820274,0.0007359028608223715,0.36482926420001677,0.3624381240036916,0.05557099194220617,20.54794520547945,95.662100456621,92.00913242009132,21.461187214611872,87.21461187214612,57.57575757575758,74.24242424242425,131.8181818181818,6.164383561643835,9.817351598173515,82.51231527093597,6.8493150684931505,21.689497716894977,20.319634703196346,51.369863013698634,10.045662100456621,26337.504984387368
Cms Energy Corp,2374.0,2033.0,1725.0,1558.0,1918,1918,1465,1918,0,-,-,-,19980000000.0,Utilities,Jul 28 2022,CMS,27.42,2.6,0.0,-,3.01,2.92,32.16%,0.0,15.24%,17.66,11.09%,11.99%,9.25%,9.39%,26.55,2.41,2.4,23.63,23.63,1.54,6.3,11.78,12.75,2.43,2.46%,2.7%,2.77%,9.85%,-3.36%,4.0,17.93%,16.01%,2.75,4.42,1.11,1.36,176.41%,181.98%,0.26,11.61,904.28K,83.61K,7.72,2.67,2.68,6.76,70.33%,28740.0,28740.0,30513,29953,551.0,557.0,563,569,-2.94,6.76,9.37,23.53,1918,17.93,0.5237483953786907,0.1677324151500246,0.8079191238416176,0.9976592977893368,0.0,0.055068429598701,0.044595221526328,-0.010771992818671455,92.46575342465754,87.21461187214612,23.972602739726025,14.269406392694064,37.21461187214612,82.75862068965517,86.20689655172413,168.9655172413793,29.45205479452055,9.817351598173515,33.497536945812804,48.05936073059361,46.80365296803653,10.159817351598173,94.97716894977168,69.63470319634703,26281.543963830216
Mastercard Cl A,5167.0,5216.0,4985.0,4528.0,0,0,-,0,2950,2827,2717,2341,324190000000.0,Information Technology,Jul 28 2022,MA,34.95,16.42,47.29,46.43,46.56,-,-,0.0,54.46%,53.15,54.73%,52.89%,47.7%,43%,20.14,8.79,8.76,7.21,-4.38,7.52,10.37,142.06,113.94,26.37,24.61%,39.27%,40.98%,46.42%,47.18%,18.89,24.36%,28.8%,11.87,16.34,-,1.34,197.16%,208.22%,0.55,-,829.00K,395.42K,4.66,0.58,0.48,20.74,19.22%,37163.0,37163.0,35410,34911,7034.0,7312.0,6703,6442,-6.99,-7.38,-8.55,31.32,0,24.36,0.14112190812720848,-0.009394171779141104,0.0,0.0,0.5709309076833753,0.09269075872956076,0.08922853375669348,-0.03801969365426696,41.32420091324201,1.4840182648401825,45.89041095890411,98.17351598173516,97.26027397260275,54.54545454545454,2.272727272727273,56.81818181818181,75.11415525114155,9.817351598173515,19.950738916256157,97.26027397260275,98.40182648401826,81.5068493150685,70.09132420091323,81.27853881278538,26213.948514090218
Masco Corp,2201.0,2022.0,2204.0,2179.0,704,704,753,704,351,202,385,419,12850000000.0,Industrials,Jul 28 2022,MAS,24.24,1.49,21.69,30.16,0.0,-,33.31%,35.4,15.77%,16.25,9.97%,12.47%,7.16%,9.06%,34.95,1.63,1.62,-1.57,-5.58,2.03,3.08,0.0,0.0,11.06,11.69%,18.31%,18.08%,165.46%,-23.72%,1.85,11.73%,13.58%,2.61,-6.59,0.98,1.6,-,-,1.54,5.02,430.30K,30.80K,6.13,2.06,1.11,24.77,44.32%,5568.0,5568.0,5595,5423,-371.0,-179.0,-126,-154,12.11,-21.15,-13.69,45.1,704,11.73,0.010096374483708122,0.08852621167161226,0.319854611540209,0.32721357192656286,0.15947296683325762,0.26352969348659006,0.257602969348659,1.0726256983240223,81.27853881278538,28.08219178082192,88.81278538812786,57.76255707762557,15.068493150684931,34.285714285714285,42.857142857142854,77.14285714285714,28.538812785388128,46.118721461187214,98.27586206896551,3.4246575342465753,24.65753424657534,49.31506849315068,32.87671232876712,61.64383561643836,26210.477540094922
Edison Intl,3968.0,3331.0,5299.0,3315.0,3709,3709,5427,3709,0,-2,-,-,24980000000.0,Utilities,Jul 28 2022,EIX,42.87,1.58,0.0,-,1.82,1.6,38.07%,0.0,8.4%,8.16,3.87%,3.56%,4.85%,6.06%,41.82,2,2,41.3,41.3,0.61,7.76,4.2,5.38,1.06,1.3%,1.25%,1.51%,-67.74%,-28.56%,-12.69,34.05%,15.75%,4.66,7.99,0.58,0.63,158.71%,178.84%,0.22,23.19,1.22M,59.29K,13.23,4.25,3.75,3.07,177.57%,74720.0,74720.0,73023,71162,1901.0,1901.0,1901,1901,-8.88,-4.09,12.11,9.19,3709,34.05,0.19698340874811462,0.19123386370459322,0.9347278225806451,0.9323194872117136,0.0,0.035403283369022126,0.03549473590292648,0.0,93.60730593607306,94.06392694063926,13.013698630136986,14.269406392694064,46.118721461187214,34.48275862068966,75.86206896551724,110.34482758620689,39.61187214611872,9.817351598173515,43.96551724137931,27.168949771689498,27.054794520547947,10.159817351598173,79.45205479452055,86.3013698630137,26042.631081719413
Sba Communications Corp,619.77,595.14,589.3,1124.39,466.84,466.84,449.28,466.84,216.78,171.55,211.78,359.67,34530000000.0,Real Estate,Aug 01 2022,SBAC,79.24,14.23,42.2,43.27,0.0,-,76.11%,75.7,33.52%,29.27,21.6%,5.9%,18.39%,5.86%,21.48,2.17,2.14,-50.32,-77.31,2.44,10.18,0.0,0.0,4.4,1.39%,4.86%,1.54%,"1,704.89%",234.46%,28.54,12.94%,12.53%,7.17,-0.91,-,0.42,-,-,0.24,-,1.49M,274.23K,16.17,0.9,0.0,0.0,61.21%,10142.1,10142.1,9668.08,9960.31,-5425.15,-5283.4,-4958.31,-4839.74,-5.97,-14.1,15.78,57.4,466.84,12.94,-0.44879445743914487,0.041385220284302845,0.7532471723381254,0.6376289011814519,0.34977491650128273,0.04073909742558247,0.048126127725027355,0.026829314456599918,66.66666666666666,80.82191780821918,15.753424657534246,90.41095890410958,58.9041095890411,6.896551724137931,51.724137931034484,58.62068965517241,55.47945205479452,91.55251141552512,68.96551724137932,3.4246575342465753,96.57534246575342,76.9406392694064,2.054794520547945,94.97716894977168,26036.57691702094
